Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours,Workout_Cluster
43,Female,72.5,1.72,181,166,81,0.6,HIIT,25.9,2.9,2,0,24.4,351.3,High,Normal,1.2,2
20,Male,60.7,1.65,205,170,66,1.37,Mixed,21.9,4.5,6,3,22.4,497.8,Average,Normal,8.22,1
36,Male,56.6,1.59,190,148,71,0.63,Cardio,23.9,2.9,2,0,22.3,161.5,Average,Normal,1.26,2
37,Male,84.1,1.85,180,148,71,1.04,Strength,24.6,3.8,5,1,24.6,370.7,Average,Normal,5.2,1
49,Female,72.2,1.9,176,142,61,0.51,Strength,17.7,3.0,4,1,20.0,155.6,Fit,Normal,2.04,0
24,Female,57.3,1.69,193,138,70,0.95,Yoga,21.4,4.5,5,1,20.0,90.3,Average,Normal,4.75,1
58,Male,58.1,1.6,156,114,62,1.03,Yoga,19.1,4.3,5,3,22.6,99.3,Fit,Normal,5.15,1
50,Female,74.8,1.83,166,124,73,0.58,Yoga,30.2,3.5,3,0,22.4,71.4,Very High,Normal,1.7399999999999998,0
57,Female,47.1,1.54,166,133,56,0.94,Strength,21.8,3.8,5,2,20.0,186.0,Average,Normal,4.699999999999999,1
56,Male,75.1,1.65,162,132,62,1.29,Strength,17.3,4.0,6,2,27.7,406.9,Fit,Overweight,7.74,1
35,Male,58.8,1.61,192,155,85,0.66,Cardio,24.9,2.9,3,0,22.7,177.7,Average,Normal,1.98,2
57,Male,56.5,1.56,169,153,62,1.08,HIIT,15.8,3.4,7,3,23.1,493.0,Fit,Normal,7.56,1
18,Male,51.0,1.65,205,184,68,0.86,HIIT,14.8,3.3,3,1,18.7,352.8,Athletic / Very Fit,Normal,2.58,2
28,Male,82.0,1.59,199,136,59,1.04,Yoga,15.4,4.2,6,3,32.3,140.7,Fit,Obesity,6.24,1
45,Female,95.3,1.68,169,133,67,0.82,Cardio,15.8,2.8,6,2,33.7,354.0,Fit,Obesity,4.92,1
42,Male,59.1,1.68,183,165,62,0.86,HIIT,21.5,3.3,3,1,20.9,411.0,Average,Normal,2.58,2
40,Female,75.7,1.62,183,131,68,0.84,Yoga,26.3,4.6,2,0,28.9,104.5,High,Overweight,1.68,0
48,Female,63.8,1.64,166,150,61,0.91,HIIT,19.6,3.8,5,2,23.6,467.5,Fit,Normal,4.55,1
47,Male,83.5,1.66,169,155,72,0.59,HIIT,26.3,3.2,2,0,30.4,400.5,High,Obesity,1.18,0
59,Male,78.6,1.76,160,136,79,1.17,Strength,18.7,4.3,4,1,25.3,388.3,Fit,Overweight,4.68,0
52,Female,67.7,1.67,167,135,75,0.61,Cardio,30.5,3.0,2,0,24.4,188.5,Very High,Normal,1.22,0
24,Male,55.9,1.76,196,159,72,0.6,Strength,20.2,3.6,2,0,18.0,141.2,Average,Underweight,1.2,2
33,Female,61.9,1.74,184,135,75,0.69,Yoga,29.3,3.4,3,0,20.5,70.5,High,Normal,2.07,0
43,Male,72.7,1.74,184,165,55,0.82,HIIT,15.8,3.2,7,3,24.1,482.9,Fit,Normal,5.739999999999999,1
19,Male,82.0,1.82,195,156,65,0.92,Strength,24.4,4.2,5,1,24.8,316.8,Average,Normal,4.6000000000000005,2
18,Female,47.1,1.57,196,156,61,1.03,Strength,19.8,3.8,7,2,19.1,204.8,Fit,Normal,7.21,1
29,Female,56.2,1.63,186,147,55,1.47,Strength,20.1,4.4,7,3,21.1,348.1,Average,Normal,10.29,1
22,Male,90.3,1.86,195,176,71,0.82,HIIT,17.0,3.3,5,2,26.2,595.7,Fit,Overweight,4.1,2
54,Male,50.5,1.65,162,150,78,0.54,HIIT,28.5,3.3,2,0,18.5,222.1,High,Normal,1.08,0
49,Male,51.6,1.45,179,127,64,0.83,Yoga,16.9,4.3,4,1,24.5,70.4,Fit,Normal,3.32,0
26,Female,79.8,1.66,191,150,55,1.23,Strength,15.5,4.1,6,3,29.0,411.4,Fit,Overweight,7.38,1
58,Male,73.3,1.69,161,147,69,0.67,HIIT,24.0,2.3,3,0,25.5,395.6,Average,Overweight,2.01,0
52,Male,53.3,1.45,162,120,69,0.75,Yoga,19.7,4.0,4,1,25.3,65.8,Fit,Overweight,3.0,0
36,Male,59.2,1.81,182,132,71,1.1,Yoga,16.6,4.2,4,1,18.0,107.4,Fit,Underweight,4.4,1
33,Male,53.6,1.61,190,155,72,0.86,Strength,18.5,3.6,5,1,20.7,194.5,Fit,Normal,4.3,2
20,Female,94.5,1.71,203,137,55,1.09,Yoga,11.1,4.4,5,3,32.2,171.2,Athletic / Very Fit,Obesity,5.45,1
37,Female,59.3,1.66,188,158,69,0.84,Mixed,24.6,4.2,4,1,21.6,298.0,Average,Normal,3.36,2
41,Female,69.9,1.55,174,139,75,0.51,Cardio,38.8,2.9,3,0,29.1,161.3,Very High,Overweight,1.53,0
50,Male,53.3,1.57,167,121,66,0.89,Yoga,8.2,4.4,6,3,21.6,77.5,Athletic / Very Fit,Normal,5.34,1
41,Male,57.6,1.59,183,143,69,0.94,Cardio,20.5,3.6,5,2,22.9,246.0,Average,Normal,4.699999999999999,1
28,Male,83.4,1.79,192,136,68,0.43,Yoga,20.7,3.4,3,0,26.1,59.0,Average,Overweight,1.29,2
25,Female,67.7,1.67,195,156,66,0.61,Strength,30.9,3.5,2,0,24.4,172.9,Very High,Normal,1.22,2
53,Female,67.6,1.63,170,131,59,1.08,Cardio,16.8,3.6,7,3,25.5,331.5,Fit,Overweight,7.56,1
55,Female,52.2,1.59,170,136,72,0.38,Cardio,28.0,2.6,2,0,20.7,90.7,High,Normal,0.76,0
57,Female,63.0,1.8,160,126,65,1.01,Cardio,21.8,3.1,5,1,19.5,286.0,Average,Normal,5.05,0
37,Male,68.2,1.83,182,144,71,0.33,Cardio,30.3,2.3,3,0,20.5,103.6,Very High,Normal,0.99,0
52,Female,70.7,1.8,167,120,63,1.17,Yoga,23.3,4.0,7,3,21.9,136.0,Average,Normal,8.19,1
42,Female,69.0,1.73,173,133,57,0.93,Cardio,20.6,2.6,5,2,23.1,294.3,Average,Normal,4.65,1
52,Male,82.2,1.71,169,142,79,0.54,Strength,26.3,3.3,4,1,28.1,186.4,High,Overweight,2.16,0
42,Female,59.1,1.56,175,141,61,0.84,Strength,20.6,3.3,5,2,24.3,209.0,Average,Normal,4.2,1
46,Male,71.1,1.66,174,146,63,0.73,Mixed,14.8,3.8,7,3,25.9,310.5,Athletic / Very Fit,Overweight,5.109999999999999,1
35,Male,63.8,1.61,188,149,57,1.04,Strength,8.0,4.5,7,3,24.6,279.6,Athletic / Very Fit,Normal,7.28,1
35,Male,43.8,1.5,186,128,57,1.09,Yoga,15.1,4.4,5,2,19.5,78.8,Fit,Normal,5.45,1
19,Male,76.8,1.79,197,157,64,0.9,Strength,19.4,3.4,5,2,24.1,290.0,Fit,Normal,4.5,2
52,Male,63.6,1.61,169,153,64,0.95,HIIT,28.3,3.6,5,1,24.5,486.5,High,Normal,4.75,0
33,Female,87.6,1.8,188,147,71,0.93,Cardio,22.7,2.8,5,1,27.0,370.4,Average,Overweight,4.65,2
58,Female,61.7,1.77,159,131,65,0.97,Strength,24.0,3.8,7,2,19.7,252.1,Average,Normal,6.79,1
53,Male,54.2,1.74,163,117,62,0.99,Yoga,16.5,4.3,6,2,18.0,87.7,Fit,Underweight,5.94,1
50,Female,74.9,1.74,171,138,61,1.29,Strength,15.4,4.2,7,3,24.7,405.8,Fit,Normal,9.03,1
21,Male,66.6,1.62,192,142,80,0.47,Yoga,20.2,3.2,3,0,25.4,52.0,Average,Overweight,1.41,2
50,Female,81.0,1.87,165,150,64,0.92,HIIT,27.7,3.4,7,2,23.3,602.8,High,Normal,6.44,1
31,Female,68.4,1.68,183,142,66,0.81,Cardio,28.8,3.0,5,1,24.1,251.9,High,Normal,4.050000000000001,2
38,Female,80.5,1.71,176,160,67,0.76,HIIT,18.4,2.9,5,2,27.5,495.9,Fit,Overweight,3.8,2
37,Female,57.8,1.62,181,165,77,0.39,HIIT,29.7,2.7,2,0,22.2,181.2,High,Normal,0.78,2
25,Female,57.6,1.59,200,166,64,1.28,Mixed,18.1,4.6,5,2,22.9,442.4,Fit,Normal,6.4,1
24,Female,72.6,1.73,199,158,82,0.78,Cardio,29.9,2.9,3,0,24.3,257.5,High,Normal,2.34,2
20,Female,55.4,1.7,205,184,64,0.71,HIIT,20.7,3.1,5,2,19.1,318.0,Average,Normal,3.55,2
34,Male,60.0,1.6,183,167,77,0.95,HIIT,15.1,3.1,5,1,23.4,459.8,Fit,Normal,4.75,2
50,Male,56.0,1.54,160,127,67,0.92,Cardio,25.6,2.9,3,1,23.7,232.7,High,Normal,2.76,0
29,Male,73.7,1.55,188,170,69,1.16,HIIT,16.8,3.4,5,2,30.5,689.3,Fit,Obesity,5.8,1
39,Female,73.9,1.8,187,148,59,1.21,Strength,19.3,4.3,7,3,22.8,373.0,Fit,Normal,8.469999999999999,1
39,Female,65.0,1.62,179,148,76,0.73,Strength,27.2,3.5,3,0,24.8,199.0,High,Normal,2.19,0
47,Male,75.0,1.65,173,138,55,1.13,Strength,15.5,3.4,7,2,27.7,357.7,Fit,Overweight,7.909999999999999,1
55,Male,68.8,1.83,164,136,85,0.45,Cardio,20.9,2.7,2,0,20.7,139.9,Average,Normal,0.9,0
55,Female,72.5,1.57,168,138,67,1.21,Strength,24.3,4.1,4,2,29.5,370.0,Average,Overweight,4.84,0
25,Male,80.2,1.61,199,181,75,0.6,HIIT,23.4,3.4,3,1,31.1,390.8,Average,Obesity,1.7999999999999998,2
44,Male,61.4,1.6,168,137,63,0.59,Strength,18.3,3.4,3,1,23.9,153.2,Fit,Normal,1.77,0
44,Male,74.1,1.84,164,139,66,1.16,Mixed,18.2,4.4,4,2,21.8,512.2,Fit,Normal,4.64,1
51,Male,107.8,1.88,172,136,69,1.03,Cardio,22.0,3.3,4,1,30.5,505.6,Average,Obesity,4.12,0
38,Female,83.7,1.76,181,131,70,0.92,Yoga,30.2,3.8,3,0,27.2,127.0,Very High,Overweight,2.76,0
47,Male,75.2,1.76,176,143,66,1.12,Strength,18.1,3.9,5,3,24.3,353.7,Fit,Normal,5.6000000000000005,1
50,Male,78.2,1.62,169,144,71,0.83,Mixed,17.9,5.1,4,1,29.7,386.8,Fit,Overweight,3.32,0
45,Male,102.9,1.87,178,145,70,0.9,Strength,24.2,4.0,3,1,29.3,385.9,Average,Overweight,2.7,0
50,Male,66.0,1.71,169,126,73,0.58,Yoga,24.3,4.0,4,1,22.7,63.4,Average,Normal,2.32,0
22,Female,77.9,1.77,194,132,56,1.46,Yoga,17.4,4.4,5,3,25.0,187.9,Fit,Overweight,7.3,1
36,Male,73.3,1.67,182,155,76,0.89,Mixed,21.4,4.6,3,0,26.3,389.0,Average,Overweight,2.67,2
21,Male,65.9,1.65,198,143,75,0.76,Yoga,25.3,3.8,3,0,24.1,83.1,High,Normal,2.28,2
52,Male,62.8,1.85,171,141,71,0.63,Strength,12.9,3.7,4,1,18.4,166.2,Athletic / Very Fit,Underweight,2.52,0
34,Male,60.9,1.73,185,158,75,0.56,Mixed,19.8,4.3,5,1,20.2,205.9,Fit,Normal,2.8000000000000003,2
45,Male,61.8,1.83,170,145,73,0.63,Mixed,21.2,3.6,2,0,18.6,231.2,Average,Normal,1.26,0
47,Female,75.5,1.71,181,163,62,0.95,HIIT,23.5,3.3,7,2,26.0,578.3,Average,Overweight,6.65,1
46,Male,49.0,1.6,176,139,72,0.32,Cardio,26.4,2.1,2,0,19.3,70.7,High,Normal,0.64,0
23,Male,65.1,1.62,204,140,62,1.31,Yoga,13.1,4.7,7,2,24.8,140.5,Athletic / Very Fit,Normal,9.17,1
52,Female,89.5,1.69,163,149,71,1.4,HIIT,27.5,3.7,7,2,31.3,1009.2,High,Obesity,9.8,1
58,Male,77.7,1.62,161,135,75,0.67,Strength,31.2,3.4,2,0,29.7,217.9,Very High,Overweight,1.34,0
54,Female,44.3,1.57,167,137,80,0.71,Cardio,29.4,2.7,2,0,18.0,144.2,High,Underweight,1.42,0
41,Male,61.2,1.8,182,148,66,0.8,Strength,11.6,4.2,7,2,18.9,207.7,Athletic / Very Fit,Normal,5.6000000000000005,1
46,Female,55.2,1.63,165,149,61,1.29,HIIT,21.8,3.8,5,2,20.9,572.4,Average,Normal,6.45,1
48,Female,55.4,1.69,163,147,57,1.25,HIIT,20.3,3.9,6,2,19.3,558.6,Average,Normal,7.5,1
52,Male,52.6,1.71,165,150,68,0.42,HIIT,30.8,2.9,3,0,18.0,177.4,Very High,Underweight,1.26,0
50,Female,63.0,1.62,173,132,56,1.11,Cardio,10.8,3.1,5,3,24.0,318.0,Athletic / Very Fit,Normal,5.550000000000001,1
38,Male,89.3,1.83,179,141,70,0.84,Cardio,15.7,2.7,6,2,26.8,342.0,Fit,Overweight,5.04,1
49,Female,68.4,1.57,170,157,82,0.56,HIIT,32.9,3.0,3,0,27.8,310.1,Very High,Overweight,1.6800000000000002,0
40,Female,64.3,1.71,180,131,70,0.84,Yoga,27.0,3.8,5,1,22.1,89.9,High,Normal,4.2,0
50,Male,66.6,1.7,166,142,70,0.76,Mixed,14.9,4.6,4,2,22.9,303.7,Athletic / Very Fit,Normal,3.04,0
20,Female,71.3,1.67,205,145,72,0.36,Yoga,31.3,3.7,2,0,25.4,42.3,Very High,Overweight,0.72,2
35,Male,56.6,1.55,181,162,57,1.23,HIIT,11.9,4.2,6,3,23.6,560.0,Athletic / Very Fit,Normal,7.38,1
42,Female,85.1,1.77,168,123,69,1.32,Yoga,17.0,4.4,4,2,27.2,183.8,Fit,Overweight,5.28,1
59,Female,79.2,1.75,156,144,76,0.65,HIIT,31.4,3.5,3,0,25.7,415.7,Very High,Overweight,1.95,0
48,Male,58.5,1.61,168,152,64,1.32,HIIT,16.4,4.3,7,3,22.5,620.7,Fit,Normal,9.24,1
20,Male,55.2,1.75,201,181,70,0.98,HIIT,19.8,3.0,4,1,18.0,435.5,Fit,Underweight,3.92,2
57,Female,88.5,1.72,164,135,68,0.75,Strength,20.6,3.4,4,1,30.0,277.9,Average,Obesity,3.0,0
41,Male,51.2,1.55,182,129,64,0.72,Yoga,14.9,4.0,6,2,21.3,60.9,Athletic / Very Fit,Normal,4.32,1
49,Male,64.7,1.59,180,164,72,0.92,HIIT,22.0,3.4,3,1,25.4,481.7,Average,Overweight,2.76,0
39,Female,57.9,1.79,181,148,71,0.96,Strength,18.1,3.7,5,1,18.0,233.5,Fit,Underweight,4.8,1
40,Female,70.1,1.71,184,167,70,0.52,HIIT,30.2,2.6,2,0,24.0,294.7,Very High,Normal,1.04,2
19,Male,64.3,1.62,199,141,69,1.14,Yoga,21.3,4.2,5,1,24.4,121.8,Average,Normal,5.699999999999999,1
44,Female,62.5,1.59,177,160,62,0.6,HIIT,24.3,3.4,3,1,24.6,303.6,Average,Normal,1.7999999999999998,0
59,Male,92.8,1.63,159,132,68,0.71,Strength,23.6,3.5,4,1,35.0,278.0,Average,Obesity,2.84,0
19,Male,57.4,1.64,200,140,65,0.91,Yoga,15.5,4.2,3,1,21.5,87.1,Fit,Normal,2.73,2
43,Male,69.4,1.6,178,147,55,0.52,Mixed,18.7,4.5,3,1,27.3,215.9,Fit,Overweight,1.56,0
34,Male,59.2,1.51,191,158,81,0.88,Strength,22.0,3.7,4,1,26.1,218.8,Average,Overweight,3.52,2
57,Male,68.5,1.79,163,148,66,1.17,HIIT,21.9,3.9,4,1,21.3,643.6,Average,Normal,4.68,0
50,Male,86.0,1.78,170,125,70,0.91,Yoga,25.3,4.2,2,0,27.2,129.1,High,Overweight,1.82,0
26,Female,56.3,1.55,196,167,83,0.7,Mixed,28.3,4.4,3,0,23.3,234.4,High,Normal,2.1,2
56,Male,78.9,1.69,168,153,64,0.68,HIIT,17.0,3.3,3,1,27.5,436.2,Fit,Overweight,2.04,0
46,Female,80.5,1.59,167,132,68,0.59,Cardio,31.3,2.4,3,0,31.8,214.9,Very High,Obesity,1.77,0
59,Male,67.3,1.65,162,149,74,0.68,HIIT,23.5,3.3,3,0,24.6,370.5,Average,Normal,2.04,0
43,Female,61.9,1.65,170,146,73,0.65,Mixed,26.9,4.1,3,0,22.9,242.2,High,Normal,1.95,0
52,Female,75.6,1.64,175,144,72,0.77,Strength,27.6,3.2,2,0,28.2,244.2,High,Overweight,1.54,0
42,Female,104.6,1.88,180,151,65,0.46,Mixed,19.0,3.7,3,1,29.6,287.9,Fit,Overweight,1.38,0
41,Male,54.8,1.64,185,168,69,0.69,HIIT,26.5,3.0,5,1,20.5,306.6,High,Normal,3.45,2
30,Female,56.7,1.6,182,152,83,0.75,Strength,24.1,3.3,2,0,22.2,177.8,Average,Normal,1.5,2
24,Female,68.7,1.6,195,137,67,0.72,Yoga,28.6,3.4,3,0,26.7,81.2,High,Overweight,2.16,2
53,Male,74.7,1.78,171,144,79,0.66,Strength,19.7,3.8,2,0,23.5,209.0,Fit,Normal,1.32,0
37,Female,46.3,1.51,190,173,78,1.03,HIIT,20.3,3.6,5,1,20.2,384.3,Average,Normal,5.15,2
18,Female,67.3,1.6,204,182,62,1.23,HIIT,24.1,3.9,7,2,26.2,664.6,Average,Overweight,8.61,1
25,Male,88.8,1.82,193,158,77,0.34,Strength,22.0,3.1,2,0,26.7,126.5,Average,Overweight,0.68,2
33,Female,65.8,1.7,186,151,69,0.87,Strength,24.2,4.0,4,1,22.7,240.7,Average,Normal,3.48,2
31,Female,70.0,1.7,184,149,66,0.82,Strength,28.9,3.5,3,0,24.2,242.2,High,Normal,2.46,2
29,Male,77.8,1.89,198,181,81,0.58,HIIT,29.6,3.2,2,0,21.7,366.4,High,Normal,1.16,2
40,Female,57.0,1.7,183,144,70,0.78,Cardio,23.7,3.6,5,1,19.6,203.8,Average,Normal,3.9,0
32,Female,57.0,1.61,187,151,67,0.91,Strength,20.2,3.6,5,1,22.0,217.9,Average,Normal,4.55,1
45,Female,66.3,1.65,178,145,67,0.25,Strength,19.2,3.1,2,0,24.3,69.9,Fit,Normal,0.5,0
51,Female,44.4,1.57,168,128,78,0.54,Yoga,19.8,3.7,3,0,18.1,40.0,Fit,Underweight,1.62,0
19,Male,72.7,1.81,199,169,76,0.48,Mixed,30.3,3.9,2,0,22.3,211.1,Very High,Normal,0.96,2
49,Male,73.5,1.74,167,123,68,0.98,Yoga,18.5,3.7,5,2,24.4,120.0,Fit,Normal,4.9,0
40,Male,92.5,1.79,176,142,78,0.93,Cardio,32.4,3.2,2,0,28.8,393.3,Very High,Overweight,1.86,0
39,Male,73.8,1.8,183,149,71,0.73,Strength,26.8,3.4,3,0,22.7,225.1,High,Normal,2.19,2
42,Female,51.1,1.64,183,164,55,0.61,HIIT,20.6,2.7,6,2,19.0,252.2,Average,Normal,3.66,1
39,Male,58.2,1.59,179,143,74,0.43,Cardio,19.6,3.1,2,0,23.2,115.1,Fit,Normal,0.86,0
39,Male,61.0,1.67,177,162,74,0.25,HIIT,22.1,3.0,3,0,21.7,123.8,Average,Normal,0.75,2
59,Female,66.5,1.59,166,139,76,0.56,Strength,33.7,3.6,3,0,26.2,156.4,Very High,Overweight,1.6800000000000002,0
23,Female,65.2,1.7,197,169,83,0.62,Mixed,30.2,3.9,3,0,22.6,244.0,Very High,Normal,1.86,2
32,Female,57.9,1.79,177,162,75,0.65,HIIT,24.3,2.9,3,0,18.0,305.0,Average,Underweight,1.95,2
54,Male,96.8,1.66,162,118,63,1.07,Yoga,22.1,4.1,6,3,35.0,172.6,Average,Obesity,6.42,1
50,Female,70.6,1.69,172,123,62,0.99,Yoga,18.5,4.0,6,3,24.6,116.3,Fit,Normal,5.94,1
25,Female,68.0,1.67,191,172,63,0.67,HIIT,23.2,3.2,3,1,24.4,368.6,Average,Normal,2.01,2
22,Female,55.8,1.76,198,138,64,0.85,Yoga,26.9,4.0,5,1,18.0,78.6,High,Underweight,4.25,2
56,Male,47.2,1.61,158,129,76,0.75,Cardio,18.0,3.1,5,1,18.1,160.2,Fit,Underweight,3.75,0
21,Male,50.4,1.46,197,151,66,0.79,Cardio,19.0,3.1,5,1,23.6,180.8,Fit,Normal,3.95,2
23,Male,75.6,1.73,192,154,67,1.21,Strength,22.6,4.3,4,2,25.3,382.0,Average,Overweight,4.84,1
49,Male,84.8,1.78,165,150,65,0.86,HIIT,17.7,3.3,4,1,26.8,588.9,Fit,Overweight,3.44,0
47,Male,74.2,1.72,169,138,79,0.65,Cardio,26.8,3.5,3,0,24.9,221.3,High,Normal,1.95,0
52,Male,50.3,1.62,172,144,76,0.75,Strength,22.2,3.8,3,0,19.3,160.3,Average,Normal,2.25,0
57,Male,44.2,1.57,165,128,59,1.32,Cardio,8.0,3.8,7,3,18.0,265.9,Athletic / Very Fit,Underweight,9.24,1
33,Female,70.6,1.73,197,144,78,0.74,Yoga,23.5,3.5,3,0,23.6,86.9,Average,Normal,2.22,2
30,Female,62.8,1.69,187,168,61,1.17,HIIT,18.4,3.8,5,3,21.9,592.8,Fit,Normal,5.85,1
59,Female,52.7,1.67,166,135,61,0.94,Strength,23.6,3.2,5,2,18.9,209.5,Average,Normal,4.699999999999999,0
47,Male,94.7,1.86,182,132,70,0.8,Yoga,25.1,3.5,4,1,27.3,125.8,High,Overweight,3.2,0
36,Male,45.2,1.59,190,151,78,0.43,Cardio,29.9,2.9,3,0,18.0,88.7,High,Underweight,1.29,2
34,Female,91.3,1.86,192,164,81,0.51,Mixed,23.0,4.0,3,0,26.5,278.5,Average,Overweight,1.53,2
36,Female,52.0,1.68,185,156,69,0.71,Mixed,24.7,4.4,3,1,18.4,221.5,Average,Underweight,2.13,2
45,Male,54.9,1.5,176,151,74,0.88,Mixed,18.9,4.3,6,2,24.5,291.8,Fit,Normal,5.28,1
43,Male,76.6,1.66,172,139,61,0.88,Strength,10.7,3.6,7,2,27.7,284.2,Athletic / Very Fit,Overweight,6.16,1
54,Male,71.4,1.78,153,139,62,0.97,HIIT,23.4,3.4,5,1,22.6,556.7,Average,Normal,4.85,0
43,Male,83.1,1.64,178,126,63,1.05,Yoga,25.9,4.0,4,1,30.8,143.4,High,Obesity,4.2,0
40,Male,74.4,1.53,175,142,65,1.15,Strength,23.4,3.6,7,2,31.7,359.4,Average,Obesity,8.049999999999999,1
26,Male,69.0,1.66,192,159,60,1.12,Mixed,8.0,4.8,7,3,24.9,463.7,Athletic / Very Fit,Normal,7.840000000000001,1
29,Male,66.5,1.59,187,168,61,1.26,HIIT,16.6,3.7,5,3,26.2,676.0,Fit,Overweight,6.3,1
18,Male,84.4,1.73,204,183,67,0.72,HIIT,14.2,2.9,3,1,28.2,488.8,Athletic / Very Fit,Overweight,2.16,2
18,Female,80.8,1.76,201,166,85,0.47,Strength,25.8,2.9,3,0,26.2,159.1,High,Overweight,1.41,2
51,Male,63.8,1.57,175,161,83,0.62,HIIT,26.8,2.9,3,0,25.7,318.6,High,Overweight,1.86,0
49,Male,56.7,1.61,167,142,64,0.92,Mixed,20.4,4.1,4,1,21.9,316.0,Average,Normal,3.68,0
42,Male,55.5,1.76,179,145,64,1.17,Strength,14.3,4.1,6,2,18.0,274.4,Athletic / Very Fit,Underweight,7.02,1
57,Female,46.9,1.59,162,121,70,0.43,Yoga,22.0,3.6,3,1,18.4,33.5,Average,Underweight,1.29,0
18,Female,82.8,1.57,201,162,73,0.75,Strength,25.3,4.0,3,1,33.5,259.1,High,Obesity,2.25,2
33,Male,61.7,1.56,187,141,57,1.11,Cardio,13.9,3.1,4,2,25.3,309.8,Athletic / Very Fit,Overweight,4.44,1
56,Female,67.7,1.72,172,135,66,0.44,Cardio,34.2,3.0,2,0,23.0,135.7,Very High,Normal,0.88,0
22,Female,85.0,1.71,202,165,55,1.24,Mixed,14.0,4.4,5,3,29.1,631.0,Athletic / Very Fit,Overweight,6.2,1
39,Female,54.5,1.61,179,135,83,0.99,Yoga,32.4,4.5,2,0,21.0,87.7,Very High,Normal,1.98,0
46,Male,74.4,1.68,171,136,72,0.59,Cardio,21.9,3.0,2,0,26.3,198.6,Average,Overweight,1.18,0
20,Male,81.6,1.83,196,164,69,0.79,Mixed,16.7,4.4,5,2,24.3,385.8,Fit,Normal,3.95,2
29,Male,64.7,1.58,192,134,63,1.17,Yoga,13.2,4.2,7,3,25.8,125.0,Athletic / Very Fit,Overweight,8.19,1
43,Male,49.9,1.48,169,133,64,1.26,Cardio,18.0,3.4,5,2,22.7,289.2,Fit,Normal,6.3,1
33,Male,60.0,1.73,186,133,69,1.0,Yoga,19.6,4.2,5,2,20.1,98.5,Fit,Normal,5.0,1
54,Male,57.7,1.67,168,151,55,1.02,HIIT,8.0,3.9,7,3,20.7,475.0,Athletic / Very Fit,Normal,7.140000000000001,1
39,Male,54.0,1.61,177,144,68,0.86,Strength,23.9,3.2,5,1,20.9,194.3,Average,Normal,4.3,0
46,Female,73.1,1.75,174,138,55,1.25,Strength,23.0,3.9,6,2,24.0,382.4,Average,Normal,7.5,1
31,Male,56.0,1.76,190,162,75,0.54,Mixed,30.4,4.3,3,0,18.0,183.0,Very High,Underweight,1.62,2
45,Male,40.5,1.46,166,123,71,0.55,Yoga,25.4,3.5,3,0,19.0,36.6,High,Normal,1.65,0
22,Male,64.0,1.61,199,146,81,0.69,Yoga,18.5,3.8,5,1,24.5,73.0,Fit,Normal,3.45,2
47,Male,84.8,1.9,171,155,65,1.31,HIIT,13.6,4.5,4,2,23.5,896.0,Athletic / Very Fit,Normal,5.24,1
22,Male,74.8,1.74,205,146,74,0.72,Yoga,20.4,3.8,5,1,24.8,88.8,Average,Normal,3.6,2
29,Male,72.7,1.75,192,139,73,0.71,Yoga,19.6,3.9,4,1,23.8,85.9,Fit,Normal,2.84,2
33,Male,110.1,1.8,182,127,60,1.26,Yoga,8.0,4.5,7,3,34.1,228.6,Athletic / Very Fit,Obesity,8.82,1
43,Male,69.3,1.68,168,154,75,0.83,HIIT,19.5,3.0,3,1,24.5,464.2,Fit,Normal,2.49,0
43,Female,69.6,1.76,177,159,60,1.26,HIIT,18.5,4.0,7,3,22.5,704.9,Fit,Normal,8.82,1
38,Female,74.9,1.75,189,170,62,1.17,HIIT,17.1,3.8,7,3,24.4,708.0,Fit,Normal,8.19,1
56,Male,84.4,1.73,161,125,82,0.72,Yoga,20.6,4.2,3,1,28.1,99.2,Average,Overweight,2.16,0
53,Male,64.6,1.65,169,127,76,0.37,Yoga,23.9,3.5,2,0,23.8,39.3,Average,Normal,0.74,0
50,Female,77.0,1.7,174,143,72,0.29,Strength,28.4,3.0,2,0,26.7,93.3,High,Overweight,0.58,0
47,Male,67.2,1.62,176,127,66,0.84,Yoga,14.9,4.0,3,1,25.6,93.9,Athletic / Very Fit,Overweight,2.52,0
54,Male,64.6,1.68,166,141,65,1.04,Mixed,13.5,4.2,7,2,22.8,404.4,Athletic / Very Fit,Normal,7.28,1
40,Female,59.7,1.56,177,161,71,0.73,HIIT,24.7,3.1,4,1,24.4,351.5,Average,Normal,2.92,2
27,Male,77.9,1.6,192,135,65,1.08,Yoga,20.0,4.0,7,2,30.4,139.1,Average,Obesity,7.56,1
22,Male,68.1,1.65,193,172,57,0.64,HIIT,21.8,2.9,7,2,25.0,350.1,Average,Overweight,4.48,2
53,Male,50.4,1.59,162,147,64,0.52,HIIT,24.0,3.5,2,0,20.1,210.9,Average,Normal,1.04,0
51,Female,60.3,1.63,174,146,60,1.05,Mixed,25.7,4.4,6,2,22.7,382.1,High,Normal,6.300000000000001,1
48,Female,49.8,1.66,174,159,75,0.85,HIIT,30.7,3.3,3,0,18.0,341.2,Very High,Underweight,2.55,0
