Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours
41,Male,75.1,1.76,178,138,64,1.4,Cardio,9.6,3.3,5,2,24.1,7.0,0.649122807,4.543859649,477.7,Athletic / Very Fit,Normal,7.0
58,Male,88.3,1.87,152,123,56,0.97,Strength,13.5,3.7,7,3,25.3,6.0,0.6979166667,4.1875,358.7,Athletic / Very Fit,Overweight,6.79
29,Male,53.7,1.65,196,157,67,0.95,Strength,23.1,3.4,5,1,19.8,6.0,0.6976744186,4.186046512,213.6,Average,Normal,4.75
56,Female,84.1,1.76,165,138,75,0.41,Strength,29.1,2.7,3,0,27.0,6.0,0.7,4.2,144.8,High,Overweight,1.23
19,Female,67.4,1.8,201,155,70,1.02,Cardio,28.7,3.3,4,1,20.7,7.0,0.6488549618,4.541984733,312.3,High,Normal,4.08
20,Male,57.1,1.78,203,184,82,0.83,HIIT,28.8,3.7,2,0,18.0,9.5,0.8429752066,8.008264463,379.5,High,Underweight,1.66
54,Male,69.6,1.69,162,149,75,0.8,HIIT,20.8,3.6,4,1,24.3,9.5,0.8505747126,8.08045977,449.9,Average,Normal,3.2
34,Male,61.4,1.61,193,161,68,0.37,Mixed,25.3,3.7,3,0,23.7,8.0,0.744,5.952,135.2,High,Normal,1.1099999999999999
19,Male,67.1,1.67,205,185,74,0.44,HIIT,24.1,3.2,3,0,24.0,9.5,0.8473282443,8.049618321,237.7,Average,Normal,1.32
19,Female,62.4,1.73,195,134,59,1.09,Yoga,17.6,4.0,6,2,20.9,3.0,0.5514705882,1.654411765,112.5,Fit,Normal,6.540000000000001
45,Male,67.4,1.77,172,119,55,1.37,Yoga,15.9,4.7,5,3,21.5,3.0,0.547008547,1.641025641,151.5,Fit,Normal,6.8500000000000005
40,Female,83.7,1.71,183,149,70,1.01,Strength,21.7,3.5,5,1,28.5,6.0,0.6991150442,4.194690265,354.6,Average,Overweight,5.05
54,Male,69.5,1.64,167,145,78,0.38,Mixed,27.1,3.8,2,0,25.8,8.0,0.7528089888,6.02247191,159.1,High,Overweight,0.76
49,Female,60.8,1.74,171,142,75,0.7,Strength,27.2,3.9,3,0,20.2,6.0,0.6979166667,4.1875,178.2,High,Normal,2.0999999999999996
50,Male,56.1,1.77,172,139,62,1.06,Strength,8.0,3.7,6,3,18.0,6.0,0.7,4.2,249.8,Athletic / Very Fit,Underweight,6.36
18,Male,60.0,1.72,193,172,58,1.28,HIIT,13.5,3.7,7,3,20.3,9.5,0.8444444444,8.022222222,616.1,Athletic / Very Fit,Normal,8.96
36,Female,62.8,1.6,179,147,70,0.56,Strength,27.7,3.1,3,0,24.6,6.0,0.7064220183,4.23853211,149.1,High,Normal,1.6800000000000002
19,Female,59.3,1.66,198,163,58,1.25,Mixed,13.0,4.3,7,3,21.5,8.0,0.75,6.0,444.7,Athletic / Very Fit,Normal,8.75
43,Male,66.7,1.77,181,164,67,1.08,HIIT,11.9,3.9,6,3,21.2,9.5,0.850877193,8.083333333,582.3,Athletic / Very Fit,Normal,6.48
49,Female,51.4,1.54,160,139,77,1.15,Mixed,24.8,4.1,3,0,21.6,8.0,0.7469879518,5.975903614,353.2,Average,Normal,3.4499999999999997
23,Male,51.3,1.47,198,156,57,1.33,Strength,14.5,4.0,7,2,23.7,6.0,0.7021276596,4.212765957,287.4,Athletic / Very Fit,Normal,9.31
49,Female,91.0,1.83,169,140,71,1.12,Strength,18.2,3.4,3,1,27.1,6.0,0.7040816327,4.224489796,430.6,Fit,Overweight,3.3600000000000003
21,Male,71.9,1.73,202,184,81,0.63,HIIT,22.2,2.8,2,0,24.0,9.5,0.8512396694,8.08677686,366.3,Average,Normal,1.26
28,Male,73.5,1.74,196,155,79,0.67,Cardio,27.2,2.8,3,0,24.2,7.0,0.6495726496,4.547008547,223.9,High,Normal,2.0100000000000002
34,Male,57.1,1.57,194,177,76,0.5,HIIT,22.1,3.1,3,1,23.1,9.5,0.8559322034,8.131355932,232.2,Average,Normal,1.5
55,Male,67.7,1.75,159,123,55,0.99,Cardio,17.9,3.2,7,3,22.0,7.0,0.6538461538,4.576923077,306.8,Fit,Normal,6.93
41,Male,80.4,1.71,175,137,66,1.03,Cardio,19.6,3.4,6,2,27.6,7.0,0.6513761468,4.559633028,377.6,Fit,Overweight,6.18
22,Male,62.4,1.52,198,179,73,0.81,HIIT,23.7,3.1,3,0,27.0,9.5,0.848,8.056,407.2,Average,Overweight,2.43
51,Male,106.9,1.82,176,145,73,0.96,Strength,22.2,3.2,3,1,32.2,6.0,0.6990291262,4.194174757,430.4,Average,Obesity,2.88
23,Male,76.0,1.7,199,166,66,0.88,Mixed,22.8,4.5,5,1,26.4,8.0,0.7518796992,6.015037594,402.3,Average,Overweight,4.4
39,Female,59.2,1.64,182,147,66,0.92,Strength,32.5,3.4,4,1,22.0,6.0,0.6982758621,4.189655172,228.2,Very High,Normal,3.68
28,Female,55.0,1.64,198,152,65,1.1,Cardio,21.3,3.6,4,2,20.4,7.0,0.6541353383,4.578947368,277.0,Average,Normal,4.4
33,Female,60.8,1.48,185,131,65,0.54,Yoga,27.9,3.6,5,1,27.8,3.0,0.55,1.65,54.2,High,Overweight,2.7
50,Male,62.7,1.74,176,151,76,0.4,Mixed,28.4,4.0,3,0,20.7,8.0,0.75,6.0,150.5,High,Normal,1.2000000000000002
26,Male,79.3,1.71,203,161,65,0.68,Strength,32.4,3.5,2,0,27.2,6.0,0.6956521739,4.173913043,225.1,Very High,Overweight,1.36
23,Male,57.8,1.66,196,142,76,0.54,Yoga,22.7,3.4,3,1,21.0,3.0,0.55,1.65,51.5,Average,Normal,1.62
33,Female,83.0,1.81,179,123,55,0.8,Yoga,13.3,3.9,7,2,25.4,3.0,0.5483870968,1.64516129,109.2,Athletic / Very Fit,Overweight,5.6000000000000005
46,Female,47.0,1.54,175,150,75,0.97,Mixed,24.1,4.2,5,1,19.8,8.0,0.75,6.0,273.5,Average,Normal,4.85
20,Female,71.2,1.62,205,157,67,1.09,Cardio,24.4,3.8,5,1,27.1,7.0,0.652173913,4.565217391,354.3,Average,Overweight,5.45
37,Female,48.5,1.59,185,128,58,0.76,Yoga,20.2,3.7,7,2,19.1,3.0,0.5511811024,1.653543307,60.9,Average,Normal,5.32
53,Female,68.5,1.65,160,120,71,0.74,Yoga,28.5,3.6,5,1,25.1,3.0,0.5505617978,1.651685393,83.7,High,Overweight,3.7
36,Male,66.0,1.69,190,159,64,1.21,Mixed,8.0,4.9,6,3,23.2,8.0,0.753968254,6.031746032,481.7,Athletic / Very Fit,Normal,7.26
43,Female,72.5,1.72,181,166,81,0.6,HIIT,25.9,2.9,2,0,24.4,9.5,0.85,8.075,351.3,High,Normal,1.2
20,Male,60.7,1.65,205,170,66,1.37,Mixed,21.9,4.5,6,3,22.4,8.0,0.7482014388,5.985611511,497.8,Average,Normal,8.22
36,Male,56.6,1.59,190,148,71,0.63,Cardio,23.9,2.9,2,0,22.3,7.0,0.6470588235,4.529411765,161.5,Average,Normal,1.26
37,Male,84.1,1.85,180,148,71,1.04,Strength,24.6,3.8,5,1,24.6,6.0,0.7064220183,4.23853211,370.7,Average,Normal,5.2
49,Female,72.2,1.9,176,142,61,0.51,Strength,17.7,3.0,4,1,20.0,6.0,0.7043478261,4.226086957,155.6,Fit,Normal,2.04
24,Female,57.3,1.69,193,138,70,0.95,Yoga,21.4,4.5,5,1,20.0,3.0,0.5528455285,1.658536585,90.3,Average,Normal,4.75
58,Male,58.1,1.6,156,114,62,1.03,Yoga,19.1,4.3,5,3,22.6,3.0,0.5531914894,1.659574468,99.3,Fit,Normal,5.15
50,Female,74.8,1.83,166,124,73,0.58,Yoga,30.2,3.5,3,0,22.4,3.0,0.5483870968,1.64516129,71.4,Very High,Normal,1.7399999999999998
57,Female,47.1,1.54,166,133,56,0.94,Strength,21.8,3.8,5,2,20.0,6.0,0.7,4.2,186.0,Average,Normal,4.699999999999999
56,Male,75.1,1.65,162,132,62,1.29,Strength,17.3,4.0,6,2,27.7,6.0,0.7,4.2,406.9,Fit,Overweight,7.74
35,Male,58.8,1.61,192,155,85,0.66,Cardio,24.9,2.9,3,0,22.7,7.0,0.6542056075,4.579439252,177.7,Average,Normal,1.98
57,Male,56.5,1.56,169,153,62,1.08,HIIT,15.8,3.4,7,3,23.1,9.5,0.8504672897,8.079439252,493.0,Fit,Normal,7.5600000000000005
18,Male,51.0,1.65,205,184,68,0.86,HIIT,14.8,3.3,3,1,18.7,9.5,0.8467153285,8.04379562,352.8,Athletic / Very Fit,Normal,2.58
28,Male,82.0,1.59,199,136,59,1.04,Yoga,15.4,4.2,6,3,32.3,3.0,0.55,1.65,140.7,Fit,Obesity,6.24
45,Female,95.3,1.68,169,133,67,0.82,Cardio,15.8,2.8,6,2,33.7,7.0,0.6470588235,4.529411765,354.0,Fit,Obesity,4.92
42,Male,59.1,1.68,183,165,62,0.86,HIIT,21.5,3.3,3,1,20.9,9.5,0.8512396694,8.08677686,411.0,Average,Normal,2.58
40,Female,75.7,1.62,183,131,68,0.84,Yoga,26.3,4.6,2,0,28.9,3.0,0.547826087,1.643478261,104.5,High,Overweight,1.68
48,Female,63.8,1.64,166,150,61,0.91,HIIT,19.6,3.8,5,2,23.6,9.5,0.8476190476,8.052380952,467.5,Fit,Normal,4.55
47,Male,83.5,1.66,169,155,72,0.59,HIIT,26.3,3.2,2,0,30.4,9.5,0.8556701031,8.128865979,400.5,High,Obesity,1.18
59,Male,78.6,1.76,160,136,79,1.17,Strength,18.7,4.3,4,1,25.3,6.0,0.7037037037,4.222222222,388.3,Fit,Overweight,4.68
52,Female,67.7,1.67,167,135,75,0.61,Cardio,30.5,3.0,2,0,24.4,7.0,0.652173913,4.565217391,188.5,Very High,Normal,1.22
24,Male,55.9,1.76,196,159,72,0.6,Strength,20.2,3.6,2,0,18.0,6.0,0.7016129032,4.209677419,141.2,Average,Underweight,1.2
33,Female,61.9,1.74,184,135,75,0.69,Yoga,29.3,3.4,3,0,20.5,3.0,0.5504587156,1.651376147,70.5,High,Normal,2.07
43,Male,72.7,1.74,184,165,55,0.82,HIIT,15.8,3.2,7,3,24.1,9.5,0.8527131783,8.100775194,482.9,Fit,Normal,5.739999999999999
19,Male,82.0,1.82,195,156,65,0.92,Strength,24.4,4.2,5,1,24.8,6.0,0.7,4.2,316.8,Average,Normal,4.6000000000000005
18,Female,47.1,1.57,196,156,61,1.03,Strength,19.8,3.8,7,2,19.1,6.0,0.7037037037,4.222222222,204.8,Fit,Normal,7.21
29,Female,56.2,1.63,186,147,55,1.47,Strength,20.1,4.4,7,3,21.1,6.0,0.7022900763,4.213740458,348.1,Average,Normal,10.29
22,Male,90.3,1.86,195,176,71,0.82,HIIT,17.0,3.3,5,2,26.2,9.5,0.8467741935,8.044354839,595.7,Fit,Overweight,4.1
54,Male,50.5,1.65,162,150,78,0.54,HIIT,28.5,3.3,2,0,18.5,9.5,0.8571428571,8.142857143,222.1,High,Normal,1.08
49,Male,51.6,1.45,179,127,64,0.83,Yoga,16.9,4.3,4,1,24.5,3.0,0.547826087,1.643478261,70.4,Fit,Normal,3.32
26,Female,79.8,1.66,191,150,55,1.23,Strength,15.5,4.1,6,3,29.0,6.0,0.6985294118,4.191176471,411.4,Fit,Overweight,7.38
58,Male,73.3,1.69,161,147,69,0.67,HIIT,24.0,2.3,3,0,25.5,9.5,0.847826087,8.054347826,395.6,Average,Overweight,2.0100000000000002
52,Male,53.3,1.45,162,120,69,0.75,Yoga,19.7,4.0,4,1,25.3,3.0,0.5483870968,1.64516129,65.8,Fit,Overweight,3.0
36,Male,59.2,1.81,182,132,71,1.1,Yoga,16.6,4.2,4,1,18.0,3.0,0.5495495495,1.648648649,107.4,Fit,Underweight,4.4
33,Male,53.6,1.61,190,155,72,0.86,Strength,18.5,3.6,5,1,20.7,6.0,0.7033898305,4.220338983,194.5,Fit,Normal,4.3
20,Female,94.5,1.71,203,137,55,1.09,Yoga,11.1,4.4,5,3,32.2,3.0,0.5540540541,1.662162162,171.2,Athletic / Very Fit,Obesity,5.45
37,Female,59.3,1.66,188,158,69,0.84,Mixed,24.6,4.2,4,1,21.6,8.0,0.7478991597,5.983193277,298.0,Average,Normal,3.36
41,Female,69.9,1.55,174,139,75,0.51,Cardio,38.8,2.9,3,0,29.1,7.0,0.6464646465,4.525252525,161.3,Very High,Overweight,1.53
50,Male,53.3,1.57,167,121,66,0.89,Yoga,8.2,4.4,6,3,21.6,3.0,0.5445544554,1.633663366,77.5,Athletic / Very Fit,Normal,5.34
41,Male,57.6,1.59,183,143,69,0.94,Cardio,20.5,3.6,5,2,22.9,7.0,0.649122807,4.543859649,246.0,Average,Normal,4.699999999999999
28,Male,83.4,1.79,192,136,68,0.43,Yoga,20.7,3.4,3,0,26.1,3.0,0.5483870968,1.64516129,59.0,Average,Overweight,1.29
25,Female,67.7,1.67,195,156,66,0.61,Strength,30.9,3.5,2,0,24.4,6.0,0.6976744186,4.186046512,172.9,Very High,Normal,1.22
53,Female,67.6,1.63,170,131,59,1.08,Cardio,16.8,3.6,7,3,25.5,7.0,0.6486486486,4.540540541,331.5,Fit,Overweight,7.5600000000000005
55,Female,52.2,1.59,170,136,72,0.38,Cardio,28.0,2.6,2,0,20.7,7.0,0.6530612245,4.571428571,90.7,High,Normal,0.76
57,Female,63.0,1.8,160,126,65,1.01,Cardio,21.8,3.1,5,1,19.5,7.0,0.6421052632,4.494736842,286.0,Average,Normal,5.05
37,Male,68.2,1.83,182,144,71,0.33,Cardio,30.3,2.3,3,0,20.5,7.0,0.6576576577,4.603603604,103.6,Very High,Normal,0.99
52,Female,70.7,1.8,167,120,63,1.17,Yoga,23.3,4.0,7,3,21.9,3.0,0.5480769231,1.644230769,136.0,Average,Normal,8.19
42,Female,69.0,1.73,173,133,57,0.93,Cardio,20.6,2.6,5,2,23.1,7.0,0.6551724138,4.586206897,294.3,Average,Normal,4.65
52,Male,82.2,1.71,169,142,79,0.54,Strength,26.3,3.3,4,1,28.1,6.0,0.7,4.2,186.4,High,Overweight,2.16
42,Female,59.1,1.56,175,141,61,0.84,Strength,20.6,3.3,5,2,24.3,6.0,0.701754386,4.210526316,209.0,Average,Normal,4.2
46,Male,71.1,1.66,174,146,63,0.73,Mixed,14.8,3.8,7,3,25.9,8.0,0.7477477477,5.981981982,310.5,Athletic / Very Fit,Overweight,5.109999999999999
35,Male,63.8,1.61,188,149,57,1.04,Strength,8.0,4.5,7,3,24.6,6.0,0.7022900763,4.213740458,279.6,Athletic / Very Fit,Normal,7.28
35,Male,43.8,1.5,186,128,57,1.09,Yoga,15.1,4.4,5,2,19.5,3.0,0.5503875969,1.651162791,78.8,Fit,Normal,5.45
19,Male,76.8,1.79,197,157,64,0.9,Strength,19.4,3.4,5,2,24.1,6.0,0.6992481203,4.195488722,290.0,Fit,Normal,4.5
52,Male,63.6,1.61,169,153,64,0.95,HIIT,28.3,3.6,5,1,24.5,9.5,0.8476190476,8.052380952,486.5,High,Normal,4.75
33,Female,87.6,1.8,188,147,71,0.93,Cardio,22.7,2.8,5,1,27.0,7.0,0.6495726496,4.547008547,370.4,Average,Overweight,4.65
58,Female,61.7,1.77,159,131,65,0.97,Strength,24.0,3.8,7,2,19.7,6.0,0.7021276596,4.212765957,252.1,Average,Normal,6.79
53,Male,54.2,1.74,163,117,62,0.99,Yoga,16.5,4.3,6,2,18.0,3.0,0.5445544554,1.633663366,87.7,Fit,Underweight,5.9399999999999995
50,Female,74.9,1.74,171,138,61,1.29,Strength,15.4,4.2,7,3,24.7,6.0,0.7,4.2,405.8,Fit,Normal,9.030000000000001
21,Male,66.6,1.62,192,142,80,0.47,Yoga,20.2,3.2,3,0,25.4,3.0,0.5535714286,1.660714286,52.0,Average,Overweight,1.41
50,Female,81.0,1.87,165,150,64,0.92,HIIT,27.7,3.4,7,2,23.3,9.5,0.8514851485,8.089108911,602.8,High,Normal,6.44
31,Female,68.4,1.68,183,142,66,0.81,Cardio,28.8,3.0,5,1,24.1,7.0,0.6495726496,4.547008547,251.9,High,Normal,4.050000000000001
38,Female,80.5,1.71,176,160,67,0.76,HIIT,18.4,2.9,5,2,27.5,9.5,0.8532110092,8.105504587,495.9,Fit,Overweight,3.8
37,Female,57.8,1.62,181,165,77,0.39,HIIT,29.7,2.7,2,0,22.2,9.5,0.8461538462,8.038461538,181.2,High,Normal,0.78
25,Female,57.6,1.59,200,166,64,1.28,Mixed,18.1,4.6,5,2,22.9,8.0,0.75,6.0,442.4,Fit,Normal,6.4
24,Female,72.6,1.73,199,158,82,0.78,Cardio,29.9,2.9,3,0,24.3,7.0,0.6495726496,4.547008547,257.5,High,Normal,2.34
20,Female,55.4,1.7,205,184,64,0.71,HIIT,20.7,3.1,5,2,19.1,9.5,0.8510638298,8.085106383,318.0,Average,Normal,3.55
34,Male,60.0,1.6,183,167,77,0.95,HIIT,15.1,3.1,5,1,23.4,9.5,0.8490566038,8.066037736,459.8,Fit,Normal,4.75
50,Male,56.0,1.54,160,127,67,0.92,Cardio,25.6,2.9,3,1,23.7,7.0,0.6451612903,4.516129032,232.7,High,Normal,2.7600000000000002
29,Male,73.7,1.55,188,170,69,1.16,HIIT,16.8,3.4,5,2,30.5,9.5,0.8487394958,8.06302521,689.3,Fit,Obesity,5.8
39,Female,73.9,1.8,187,148,59,1.21,Strength,19.3,4.3,7,3,22.8,6.0,0.6953125,4.171875,373.0,Fit,Normal,8.469999999999999
39,Female,65.0,1.62,179,148,76,0.73,Strength,27.2,3.5,3,0,24.8,6.0,0.6990291262,4.194174757,199.0,High,Normal,2.19
47,Male,75.0,1.65,173,138,55,1.13,Strength,15.5,3.4,7,2,27.7,6.0,0.7033898305,4.220338983,357.7,Fit,Overweight,7.909999999999999
55,Male,68.8,1.83,164,136,85,0.45,Cardio,20.9,2.7,2,0,20.7,7.0,0.6455696203,4.518987342,139.9,Average,Normal,0.9
55,Female,72.5,1.57,168,138,67,1.21,Strength,24.3,4.1,4,2,29.5,6.0,0.702970297,4.217821782,370.0,Average,Overweight,4.84
25,Male,80.2,1.61,199,181,75,0.6,HIIT,23.4,3.4,3,1,31.1,9.5,0.8548387097,8.120967742,390.8,Average,Obesity,1.7999999999999998
44,Male,61.4,1.6,168,137,63,0.59,Strength,18.3,3.4,3,1,23.9,6.0,0.7047619048,4.228571429,153.2,Fit,Normal,1.77
44,Male,74.1,1.84,164,139,66,1.16,Mixed,18.2,4.4,4,2,21.8,8.0,0.7448979592,5.959183673,512.2,Fit,Normal,4.64
51,Male,107.8,1.88,172,136,69,1.03,Cardio,22.0,3.3,4,1,30.5,7.0,0.6504854369,4.553398058,505.6,Average,Obesity,4.12
38,Female,83.7,1.76,181,131,70,0.92,Yoga,30.2,3.8,3,0,27.2,3.0,0.5495495495,1.648648649,127.0,Very High,Overweight,2.7600000000000002
47,Male,75.2,1.76,176,143,66,1.12,Strength,18.1,3.9,5,3,24.3,6.0,0.7,4.2,353.7,Fit,Normal,5.6000000000000005
50,Male,78.2,1.62,169,144,71,0.83,Mixed,17.9,5.1,4,1,29.7,8.0,0.7448979592,5.959183673,386.8,Fit,Overweight,3.32
45,Male,102.9,1.87,178,145,70,0.9,Strength,24.2,4.0,3,1,29.3,6.0,0.6944444444,4.166666667,385.9,Average,Overweight,2.7
50,Male,66.0,1.71,169,126,73,0.58,Yoga,24.3,4.0,4,1,22.7,3.0,0.5520833333,1.65625,63.4,Average,Normal,2.32
22,Female,77.9,1.77,194,132,56,1.46,Yoga,17.4,4.4,5,3,25.0,3.0,0.5507246377,1.652173913,187.9,Fit,Overweight,7.3
36,Male,73.3,1.67,182,155,76,0.89,Mixed,21.4,4.6,3,0,26.3,8.0,0.7452830189,5.962264151,389.0,Average,Overweight,2.67
21,Male,65.9,1.65,198,143,75,0.76,Yoga,25.3,3.8,3,0,24.1,3.0,0.5528455285,1.658536585,83.1,High,Normal,2.2800000000000002
52,Male,62.8,1.85,171,141,71,0.63,Strength,12.9,3.7,4,1,18.4,6.0,0.7,4.2,166.2,Athletic / Very Fit,Underweight,2.52
34,Male,60.9,1.73,185,158,75,0.56,Mixed,19.8,4.3,5,1,20.2,8.0,0.7545454545,6.036363636,205.9,Fit,Normal,2.8000000000000003
45,Male,61.8,1.83,170,145,73,0.63,Mixed,21.2,3.6,2,0,18.6,8.0,0.7422680412,5.93814433,231.2,Average,Normal,1.26
47,Female,75.5,1.71,181,163,62,0.95,HIIT,23.5,3.3,7,2,26.0,9.5,0.8487394958,8.06302521,578.3,Average,Overweight,6.6499999999999995
46,Male,49.0,1.6,176,139,72,0.32,Cardio,26.4,2.1,2,0,19.3,7.0,0.6442307692,4.509615385,70.7,High,Normal,0.64
23,Male,65.1,1.62,204,140,62,1.31,Yoga,13.1,4.7,7,2,24.8,3.0,0.5492957746,1.647887324,140.5,Athletic / Very Fit,Normal,9.17
52,Female,89.5,1.69,163,149,71,1.4,HIIT,27.5,3.7,7,2,31.3,9.5,0.847826087,8.054347826,1009.2,High,Obesity,9.799999999999999
58,Male,77.7,1.62,161,135,75,0.67,Strength,31.2,3.4,2,0,29.7,6.0,0.6976744186,4.186046512,217.9,Very High,Overweight,1.34
54,Female,44.3,1.57,167,137,80,0.71,Cardio,29.4,2.7,2,0,18.0,7.0,0.6551724138,4.586206897,144.2,High,Underweight,1.42
41,Male,61.2,1.8,182,148,66,0.8,Strength,11.6,4.2,7,2,18.9,6.0,0.7068965517,4.24137931,207.7,Athletic / Very Fit,Normal,5.6000000000000005
46,Female,55.2,1.63,165,149,61,1.29,HIIT,21.8,3.8,5,2,20.9,9.5,0.8461538462,8.038461538,572.4,Average,Normal,6.45
48,Female,55.4,1.69,163,147,57,1.25,HIIT,20.3,3.9,6,2,19.3,9.5,0.8490566038,8.066037736,558.6,Average,Normal,7.5
52,Male,52.6,1.71,165,150,68,0.42,HIIT,30.8,2.9,3,0,18.0,9.5,0.8453608247,8.030927835,177.4,Very High,Underweight,1.26
50,Female,63.0,1.62,173,132,56,1.11,Cardio,10.8,3.1,5,3,24.0,7.0,0.6495726496,4.547008547,318.0,Athletic / Very Fit,Normal,5.550000000000001
38,Male,89.3,1.83,179,141,70,0.84,Cardio,15.7,2.7,6,2,26.8,7.0,0.6513761468,4.559633028,342.0,Fit,Overweight,5.04
49,Female,68.4,1.57,170,157,82,0.56,HIIT,32.9,3.0,3,0,27.8,9.5,0.8522727273,8.096590909,310.1,Very High,Overweight,1.6800000000000002
40,Female,64.3,1.71,180,131,70,0.84,Yoga,27.0,3.8,5,1,22.1,3.0,0.5545454545,1.663636364,89.9,High,Normal,4.2
50,Male,66.6,1.7,166,142,70,0.76,Mixed,14.9,4.6,4,2,22.9,8.0,0.75,6.0,303.7,Athletic / Very Fit,Normal,3.04
20,Female,71.3,1.67,205,145,72,0.36,Yoga,31.3,3.7,2,0,25.4,3.0,0.5488721805,1.646616541,42.3,Very High,Overweight,0.72
35,Male,56.6,1.55,181,162,57,1.23,HIIT,11.9,4.2,6,3,23.6,9.5,0.8467741935,8.044354839,560.0,Athletic / Very Fit,Normal,7.38
42,Female,85.1,1.77,168,123,69,1.32,Yoga,17.0,4.4,4,2,27.2,3.0,0.5454545455,1.636363636,183.8,Fit,Overweight,5.28
59,Female,79.2,1.75,156,144,76,0.65,HIIT,31.4,3.5,3,0,25.7,9.5,0.85,8.075,415.7,Very High,Overweight,1.9500000000000002
48,Male,58.5,1.61,168,152,64,1.32,HIIT,16.4,4.3,7,3,22.5,9.5,0.8461538462,8.038461538,620.7,Fit,Normal,9.24
20,Male,55.2,1.75,201,181,70,0.98,HIIT,19.8,3.0,4,1,18.0,9.5,0.8473282443,8.049618321,435.5,Fit,Underweight,3.92
57,Female,88.5,1.72,164,135,68,0.75,Strength,20.6,3.4,4,1,30.0,6.0,0.6979166667,4.1875,277.9,Average,Obesity,3.0
41,Male,51.2,1.55,182,129,64,0.72,Yoga,14.9,4.0,6,2,21.3,3.0,0.5508474576,1.652542373,60.9,Athletic / Very Fit,Normal,4.32
49,Male,64.7,1.59,180,164,72,0.92,HIIT,22.0,3.4,3,1,25.4,9.5,0.8518518519,8.092592593,481.7,Average,Overweight,2.7600000000000002
39,Female,57.9,1.79,181,148,71,0.96,Strength,18.1,3.7,5,1,18.0,6.0,0.7,4.2,233.5,Fit,Underweight,4.8
40,Female,70.1,1.71,184,167,70,0.52,HIIT,30.2,2.6,2,0,24.0,9.5,0.850877193,8.083333333,294.7,Very High,Normal,1.04
19,Male,64.3,1.62,199,141,69,1.14,Yoga,21.3,4.2,5,1,24.4,3.0,0.5538461538,1.661538462,121.8,Average,Normal,5.699999999999999
44,Female,62.5,1.59,177,160,62,0.6,HIIT,24.3,3.4,3,1,24.6,9.5,0.852173913,8.095652174,303.6,Average,Normal,1.7999999999999998
59,Male,92.8,1.63,159,132,68,0.71,Strength,23.6,3.5,4,1,35.0,6.0,0.7032967033,4.21978022,278.0,Average,Obesity,2.84
19,Male,57.4,1.64,200,140,65,0.91,Yoga,15.5,4.2,3,1,21.5,3.0,0.5555555556,1.666666667,87.1,Fit,Normal,2.73
43,Male,69.4,1.6,178,147,55,0.52,Mixed,18.7,4.5,3,1,27.3,8.0,0.7479674797,5.983739837,215.9,Fit,Overweight,1.56
34,Male,59.2,1.51,191,158,81,0.88,Strength,22.0,3.7,4,1,26.1,6.0,0.7,4.2,218.8,Average,Overweight,3.52
57,Male,68.5,1.79,163,148,66,1.17,HIIT,21.9,3.9,4,1,21.3,9.5,0.8453608247,8.030927835,643.6,Average,Normal,4.68
50,Male,86.0,1.78,170,125,70,0.91,Yoga,25.3,4.2,2,0,27.2,3.0,0.55,1.65,129.1,High,Overweight,1.82
26,Female,56.3,1.55,196,167,83,0.7,Mixed,28.3,4.4,3,0,23.3,8.0,0.7433628319,5.946902655,234.4,High,Normal,2.0999999999999996
56,Male,78.9,1.69,168,153,64,0.68,HIIT,17.0,3.3,3,1,27.5,9.5,0.8557692308,8.129807692,436.2,Fit,Overweight,2.04
46,Female,80.5,1.59,167,132,68,0.59,Cardio,31.3,2.4,3,0,31.8,7.0,0.6464646465,4.525252525,214.9,Very High,Obesity,1.77
59,Male,67.3,1.65,162,149,74,0.68,HIIT,23.5,3.3,3,0,24.6,9.5,0.8522727273,8.096590909,370.5,Average,Normal,2.04
43,Female,61.9,1.65,170,146,73,0.65,Mixed,26.9,4.1,3,0,22.9,8.0,0.7525773196,6.020618557,242.2,High,Normal,1.9500000000000002
52,Female,75.6,1.64,175,144,72,0.77,Strength,27.6,3.2,2,0,28.2,6.0,0.6990291262,4.194174757,244.2,High,Overweight,1.54
42,Female,104.6,1.88,180,151,65,0.46,Mixed,19.0,3.7,3,1,29.6,8.0,0.747826087,5.982608696,287.9,Fit,Overweight,1.3800000000000001
41,Male,54.8,1.64,185,168,69,0.69,HIIT,26.5,3.0,5,1,20.5,9.5,0.8534482759,8.107758621,306.6,High,Normal,3.4499999999999997
30,Female,56.7,1.6,182,152,83,0.75,Strength,24.1,3.3,2,0,22.2,6.0,0.696969697,4.181818182,177.8,Average,Normal,1.5
24,Female,68.7,1.6,195,137,67,0.72,Yoga,28.6,3.4,3,0,26.7,3.0,0.546875,1.640625,81.2,High,Overweight,2.16
53,Male,74.7,1.78,171,144,79,0.66,Strength,19.7,3.8,2,0,23.5,6.0,0.7065217391,4.239130435,209.0,Fit,Normal,1.32
37,Female,46.3,1.51,190,173,78,1.03,HIIT,20.3,3.6,5,1,20.2,9.5,0.8482142857,8.058035714,384.3,Average,Normal,5.15
